element,GW,expected_goals
668,33,0.024052
668,34,0.029782
668,35,0.049571
668,36,0.014881
669,1,0.278266
669,6,0.046943
669,9,0.019613
669,10,0.016548
669,11,0.096554
669,12,0.105197
669,13,0.050632
669,14,0.232939
669,24,0.038575
669,25,0.039161
669,26,0.124039
669,27,0.033828
671,1,0.022433
671,2,0.019740
671,3,0.920229
671,9,0.068056
671,10,0.048157
671,11,0.623838
671,12,0.251106
671,13,0.133747
671,15,0.123445
671,17,0.054481
671,18,0.293433
671,19,0.411323
671,20,0.054707
671,22,0.930278
671,23,0.047740
671,26,0.404835
671,27,0.746170
671,29,0.637515
671,34,0.537111
671,36,0.073115
671,37,0.069539
671,38,0.547312
672,21,0.181148
672,27,0.065413
672,29,0.065745
673,2,0.351145
673,4,0.099844
673,6,0.060749
673,7,0.076304
673,8,0.058706
673,11,0.070269
673,17,0.121125
673,20,0.073920
673,21,0.172689
673,24,0.060898
673,25,0.026488
673,28,0.146007
673,29,0.014286
673,33,0.059192
673,34,0.578201
673,35,0.026021
673,36,0.134953
673,38,1.014677
676,1,0.068969
676,2,0.033621
676,7,0.387526
676,8,0.396709
676,9,0.200762
676,11,0.155990
676,16,0.740604
676,18,0.095265
676,25,0.042478
676,27,0.031719
676,28,0.114305
676,32,0.063537
676,36,0.017282
676,38,0.072124
677,3,0.057825
677,5,0.464068
677,10,0.084867
677,14,0.528849
677,22,0.135578
677,26,0.050674
677,27,0.324410
677,30,0.065474
678,6,0.072396
680,12,0.071088
680,14,0.370415
680,15,0.419724
680,16,0.395119
680,17,0.383340
680,18,0.267665
680,19,0.051919
680,21,0.052227
680,23,0.252371
680,25,0.059225
681,1,0.070827
681,3,0.202855
681,4,0.032272
681,6,1.999827
681,7,0.600354
681,8,0.008665
681,9,0.380355
681,10,0.177560
681,17,0.269438
681,18,0.177770
681,19,0.712903
681,20,0.876165
681,21,0.983308
681,24,0.502727
681,25,0.525973
681,26,0.100195
681,27,0.423907
681,28,0.493879
681,29,0.184774
681,30,0.504096
681,32,0.337358
681,33,0.015716
681,34,0.651110
681,35,1.311008
682,12,0.037133
682,17,0.039080
683,2,0.065891
683,3,0.039218
683,5,0.079554
683,6,0.381486
683,14,0.076340
683,15,0.013391
683,17,0.128118
683,18,0.040140
683,20,0.033041
683,21,0.266559
683,22,0.035110
683,25,0.007377
683,30,0.052031
683,34,0.194195
683,36,0.014320
684,6,0.038991
684,7,0.434159
684,8,0.030759
684,9,0.017645
684,11,0.069098
684,13,0.872834
684,14,0.026627
684,18,0.052930
684,19,0.152399
684,20,0.683302
684,24,0.040184
684,25,0.549277
684,26,0.877831
684,27,0.021589
684,28,0.551051
684,29,0.154809
684,30,0.088441
684,33,0.150021
684,35,0.632754
685,13,0.012802
686,2,0.363271
686,28,0.091967
686,29,0.049014
686,30,0.185601
686,32,0.126497
686,33,0.107838
686,35,0.044044
686,37,0.097445
686,38,0.061887
690,38,0.017029
691,3,0.090096
691,4,0.055740
691,5,0.037157
691,6,0.668383
691,7,0.145863
691,8,0.223614
691,9,0.118028
691,10,0.016574
691,11,0.135949
691,12,0.068199
691,13,0.426050
691,14,1.047989
691,15,0.856513
691,16,0.523039
691,17,1.757107
691,18,0.497214
691,20,0.217092
691,21,0.894296
691,22,0.427008
691,23,0.855740
691,25,0.871339
691,27,0.432383
691,28,0.691406
691,29,0.079210
691,30,0.846380
691,31,0.056246
691,32,1.367766
691,33,1.125998
691,35,0.776002
691,36,0.718933
691,37,0.489158
691,38,0.719740
693,2,0.533411
693,6,0.107029
693,11,0.106072
693,12,0.205072
693,13,0.027432
693,14,0.108404
693,16,0.187025
693,17,0.031891
693,18,0.336710
693,19,0.016727
693,20,0.054382
693,26,0.052317
693,27,0.031096
693,28,0.018385
693,31,0.060834
693,34,0.049244
693,36,0.084306
694,3,0.076495
694,5,0.022767
694,8,0.426413
694,10,0.263586
694,11,0.032541
694,16,0.073128
694,18,0.008943
694,24,0.590946
694,25,0.015579
694,26,0.140041
694,32,0.448519
694,35,0.325989
694,36,0.012418
694,37,0.025792
694,38,0.102145
695,8,0.056407
695,30,0.040989
696,4,0.109221
696,5,0.086516
696,20,0.036052
697,4,0.044630
697,6,0.073422
697,12,0.357888
697,13,0.604617
697,17,0.007885
697,18,0.016471
697,20,0.018640
697,23,1.077674
697,24,0.478231
697,25,0.036841
697,26,0.463333
697,29,0.023285
697,30,0.021579
697,33,0.075240
698,4,0.157636
698,5,0.239942
698,6,0.045553
698,7,0.628658
698,9,0.455011
698,14,0.143143
698,15,0.131456
698,16,0.643441
698,18,0.135237
698,20,0.104033
698,22,0.105052
698,25,1.139425
698,26,0.464633
698,31,0.019971
698,32,0.072352
698,33,0.906726
698,35,0.420452
699,5,0.021277
699,17,0.012584
699,19,0.068650
699,24,0.090229
699,28,0.279416
699,29,0.133739
699,36,0.042569
700,2,0.085998
700,3,0.056458
700,30,0.358542
700,35,0.116622
706,20,0.009415
706,21,0.320952
706,22,0.153129
706,23,0.418743
706,25,0.124094
706,26,0.007412
706,28,0.023745
706,30,0.011342
706,31,0.053387
706,32,0.014279
706,33,1.114040
706,35,0.022962
706,36,0.018354
706,37,0.036352
706,38,0.037583
707,18,0.073455
707,20,0.053736
708,6,0.064785
708,8,0.015869
708,9,0.099645
708,10,0.130597
708,13,0.013101
708,14,0.049176
708,16,0.297722
708,17,0.031928
708,21,0.014062
708,23,0.044330
708,24,0.119012
708,25,0.012386
708,27,0.048721
708,28,0.009005
708,29,0.020255
708,31,0.017690
708,34,0.033524
708,36,0.563962
708,37,0.087571
708,38,0.008286
712,3,0.019955
712,4,0.687581
712,5,0.093469
712,6,0.475712
712,7,0.031820
712,8,0.010315
712,10,0.072803
712,11,0.169213
712,12,0.136906
712,13,0.345776
712,15,0.141110
712,16,0.479221
712,17,0.075007
712,18,0.066989
712,19,0.153807
712,21,0.239045
712,22,0.138322
712,23,0.019589
712,27,0.323874
712,30,0.021173
712,32,0.093050
712,34,0.017945
712,36,0.060736
712,38,0.163447
713,5,0.046137
713,11,0.012995
713,14,0.059438
713,15,0.051453
713,17,0.027848
713,18,0.079858
713,19,0.074247
713,20,0.014294
713,22,0.042836
713,23,0.401492
713,24,0.122579
713,28,0.065092
713,29,0.036059
713,31,0.015885
713,35,0.067181
714,4,0.151102
714,6,0.312899
714,7,1.820099
714,8,0.706479
714,9,0.651658
714,12,0.737064
714,13,0.452421
714,14,0.162000
714,15,0.109779
714,16,0.019516
714,17,1.605960
714,21,0.106098
714,22,0.152748
714,25,0.081868
714,31,0.121221
714,37,0.436092
716,10,0.640039
716,12,0.404858
716,13,0.055530
716,18,0.040093
717,4,0.021511
717,5,0.145495
717,11,0.042727
717,12,0.020324
717,13,0.085147
717,14,0.059111
717,15,0.212149
717,21,0.072621
717,22,0.102024
717,23,0.232718
717,24,0.216192
717,25,0.081748
717,26,0.116701
717,27,0.042956
717,29,0.069484
717,30,0.067090
717,33,0.721319
717,34,0.198196
718,14,0.476546
718,16,0.010458
718,20,0.009915
718,27,0.074785
719,21,0.014975
719,32,0.129152
720,5,0.194477
720,8,0.114476
720,10,0.067393
720,12,0.007008
720,14,0.042707
720,16,0.048632
720,17,0.084425
720,18,0.535823
720,19,0.086288
720,20,0.362288
720,21,0.140763
720,22,0.062986
720,23,0.056831
720,24,0.927790
720,25,0.619416
720,26,0.130673
720,27,1.254104
720,30,0.772161
720,35,0.598991
720,36,0.237015
720,37,0.016106
720,38,0.495387
721,14,0.329964
722,8,0.012662
722,9,0.041527
722,10,0.540096
722,11,0.193217
722,18,0.053266
722,22,0.017316
722,24,0.008747
722,32,0.020919
722,36,0.018853
722,37,0.033762
722,38,0.018025
723,11,0.066804
723,27,0.568360
723,29,0.083108
723,32,0.383820
723,33,0.016707
723,36,0.326678
724,6,0.443715
724,9,0.024935
724,10,0.029466
724,21,0.032314
724,27,0.068878
724,30,0.035125
724,36,0.123794
724,37,0.014651
725,26,0.354006
725,27,0.012731
725,38,0.014182
726,8,0.057313
726,13,0.674962
726,15,0.247343
726,17,0.540330
726,20,0.182533
726,27,0.073259
726,28,0.120761
726,31,0.174676
726,33,0.049085
726,34,0.032335
726,35,0.326046
726,38,0.014353
727,6,0.059689
727,10,0.631055
727,13,0.109247
727,14,0.165856
727,15,0.041253
727,23,0.182748
727,24,0.032971
727,25,0.086494
727,26,0.018856
727,28,0.055076
727,29,0.049594
727,31,0.554930
727,32,0.101285
727,34,0.045711
727,35,0.019225
728,4,0.017289
728,8,0.033754
728,9,0.068418
728,17,0.028440
728,19,0.079742
728,20,0.052172
728,22,0.071616
728,35,0.073657
728,37,0.090644
730,11,0.451816
730,13,0.093156
730,17,0.230449
730,18,0.419406
730,19,0.260378
730,20,0.152128
730,21,0.126017
730,22,0.160190
730,23,0.294145
730,24,0.123346
730,25,0.323824
730,26,0.106362
730,30,0.054085
730,31,1.253080
730,32,0.610540
730,33,0.063702
730,35,0.086364
730,36,0.220677
730,37,0.363431
730,38,1.172161
731,4,0.019209
731,7,0.039225
731,11,0.025604
731,12,0.353921
731,13,0.090918
731,15,0.045650
731,17,0.139637
731,18,0.100936
731,19,0.013483
731,20,0.072465
731,21,0.066505
731,23,0.074939
731,24,0.019827
731,26,0.012739
731,27,0.060222
731,36,0.024916
731,37,0.031350
731,38,0.039927
732,4,0.055490
732,15,0.271917
732,18,0.028582
732,20,0.268989
732,24,0.018306
732,29,0.076564
734,5,0.087958
734,6,0.050496
734,19,0.052417
734,20,0.361926
734,27,0.048005
734,28,0.029472
734,36,0.075402
735,6,0.076017
735,7,0.117888
735,9,0.106603
735,10,0.138495
735,12,0.042296
735,13,0.095485
747,19,0.101447
748,37,0.067107
749,13,0.017142
749,18,0.072450
749,19,0.022249
749,20,0.082678
749,21,0.311441
749,22,0.087465
749,23,0.090553
749,24,0.132202
749,25,0.139228
749,26,0.137503
749,28,0.112472
749,30,0.017779
749,33,0.072451
749,34,0.101320
749,35,0.055278
749,36,0.067754
749,37,0.091675
749,38,0.209201
754,22,0.017898
755,17,0.014578
755,21,0.040165
755,38,0.021234
758,14,0.060483
758,31,0.034669
783,20,0.038615
783,21,0.123756
783,22,0.054193
783,23,0.022402
783,24,0.222800
783,26,0.068194
783,27,0.078399
783,28,0.018259
783,30,0.054119
783,33,0.085146
783,35,0.069397
783,36,0.136681
783,37,0.037236
783,38,0.147490
785,21,0.057166
785,22,0.194508
785,23,0.278858
785,31,0.122928
785,32,0.078488
785,33,0.037304
785,35,0.118825
785,38,0.425975
791,21,0.919338
791,22,0.530863
791,23,0.422230
791,24,0.345030
791,25,0.354000
791,27,0.121231
791,28,0.428834
791,29,0.063161
791,31,0.048587
791,32,0.389245
791,33,0.212327
791,34,0.353982
791,35,0.388501
791,36,0.428799
791,37,0.574977
791,38,0.991499
792,29,0.048737
794,21,0.305979
794,22,0.046089
796,22,0.098003
796,23,0.486311
796,24,0.035800
796,25,0.280642
796,33,0.076701
796,35,0.011356
796,36,0.087921
796,37,0.234019
796,38,0.085413
801,24,0.091937
801,38,0.075308
804,30,0.010658
805,25,0.511729
805,26,0.529715
805,36,0.052021
807,25,0.119953
807,26,0.591043
807,27,0.238874
807,28,0.056301
807,30,0.014892
807,31,0.134213
807,33,0.389033
807,35,0.668426
807,36,0.052995
807,37,0.162172
807,38,0.035410
808,24,0.447491
808,27,0.120795
808,28,0.085422
808,29,0.296828
808,31,0.009666
808,33,0.539642
808,34,0.391172
813,26,0.214156
813,27,0.301036
813,38,0.320784
815,25,0.012371
815,27,0.617030
815,31,0.368250
816,26,0.050881
816,30,0.028242
816,32,0.079603
816,36,0.019806
817,26,0.017287
817,27,0.012228
817,30,0.640288
817,32,0.151105
817,33,0.187233
817,34,0.397595
817,35,0.174317
817,37,0.309989
817,38,0.702664
829,35,0.092446
