sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
GATEXP2#1,1786749796-1052671,real (ships),0,true,2020-21,2019-20,26,13,5,false,682,638,11,0,52.46153846153846,49.07692307692308,,,,,,,646,49.69230769230769,579,44.53846153846154,0,0,0,0,,55,d47cf2db42a3,-,none
GATEXP2#1,1786749796-1052671,real (ships),0,true,2021-22,2020-21,26,13,5,false,733,636,15,4,56.38461538461539,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,,55,1283622164da,-,none
GATEXP2#1,1786749796-1052671,real (ships),0,true,2022-23,2021-22,26,13,5,false,887,812,11,0,68.23076923076923,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,,55,485d7e3d0d70,-,none
GATEXP2#1,1786749796-1052671,real (ships),0,true,2023-24,2022-23,26,13,5,false,816,620,11,0,62.76923076923077,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,,55,72c93b86408c,-,none
GATEXP2#1,1786749796-1052671,real (ships),0,true,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,,55,ab53d0f632bd,-,none
GATEXP2#1,1786749796-1052671,real (ships),0,true,2025-26,2024-25,26,13,5,false,750,761,9,0,57.69230769230769,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,,55,e2397dc452c0,-,none
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,1,38,5,false,2349,1711,46,8,61.81578947368421,45.026315789473685,,,,,,,1711,45.026315789473685,1471,38.71052631578947,0,0,0,0,,55,2aadee614ec1,decision:transfergate,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,1,38,5,false,2301,1942,47,10,60.55263157894737,51.10526315789474,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,,55,2ee4dc9e44a7,decision:transfergate,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,1,38,5,false,2202,1842,43,6,57.94736842105263,48.473684210526315,,,,,,,1845,48.55263157894737,1582,41.63157894736842,0,0,0,0,,55,fe5b3efc1102,decision:transfergate,decision
GATEXP2#1,1786749796-1052671,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,1,38,5,false,2352,1809,53,15,61.89473684210526,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,,55,7df5f95f1759,decision:transfergate,decision
