season,gw,team,xgc,clean_sheet,element
2021-22,15,3,1.1807688674743164,0,76
2021-22,15,6,0.7822783032581454,0,127
2021-22,15,7,1.1895724963144962,0,146
2021-22,15,8,1.29954222809392,0,169
2021-22,15,9,1.4100306140350876,0,200
2021-22,15,11,1.046921402948403,1,229
2021-22,15,12,0.6301466567064129,0,256
2021-22,15,13,1.4173427947118242,1,270
2021-22,15,15,1.4986216033355135,0,314
2021-22,15,16,1.3924021636363637,0,334
2021-22,15,17,1.342909994987469,1,353
2021-22,15,18,1.5660357359210724,0,387
2021-22,15,19,1.2542545441558441,0,408
2021-22,15,20,1.025595358767476,0,439
2021-22,16,1,1.1116459391932212,1,67
2021-22,16,2,1.3217125234379958,0,44
2021-22,16,3,1.1882924877988663,0,76
2021-22,16,5,1.4787543863636363,1,112
2021-22,16,6,0.8309665622009569,0,127
2021-22,16,7,1.172618474735605,0,146
2021-22,16,8,1.2852707833941843,0,169
2021-22,16,9,1.4225491525553011,1,200
2021-22,16,10,1.493768698136646,0,199
2021-22,16,11,1.005204428907168,1,229
2021-22,16,12,0.6305027339530939,1,256
2021-22,16,13,1.3765139340721797,1,270
2021-22,16,15,1.51327692121389,0,314
2021-22,16,18,1.666072428681349,0,387
2021-22,16,19,1.254464955279503,1,408
2021-22,16,20,1.0786674301254118,0,439
2021-22,17,1,1.0820890328662567,1,67
2021-22,17,2,1.37083557658339,1,44
2021-22,17,6,0.8639816247139588,0,127
2021-22,17,8,1.31205375075276,0,169
2021-22,17,10,1.5367384607142858,0,199
2021-22,17,14,1.6571211323913886,1,39
2021-22,17,15,1.5308673354430382,0,314
2021-22,17,16,1.3976580176157882,0,491
2021-22,17,19,1.2201481238095238,0,408
2021-22,17,20,1.1493087038701861,1,439
2021-22,18,1,1.0485770314372889,0,67
2021-22,18,6,0.8520041820175438,1,127
2021-22,18,10,1.6086384422857145,0,199
2021-22,18,12,0.6317134027777778,1,257
2021-22,18,17,1.3282029497607657,0,353
2021-22,18,20,1.1460688357153788,1,439
2021-22,19,1,1.0551891551274017,1,67
2021-22,19,2,1.3345135605097203,0,44
2021-22,19,3,1.1635702188256378,0,76
2021-22,19,4,1.0772751239935587,1,69
2021-22,19,6,0.8297339747368421,0,127
2021-22,19,9,1.3858982711988304,0,200
2021-22,19,12,0.6128467866666667,0,257
2021-22,19,13,1.3570127284858389,0,270
2021-22,19,16,1.4029347940730277,0,491
2021-22,19,17,1.3324412562929062,1,353
2021-22,19,19,1.2756939588571428,0,408
2021-22,20,3,1.15341588276867,0,76
2021-22,20,4,1.0746274938271605,0,69
2021-22,20,6,0.8135797064777328,0,127
2021-22,20,7,1.2113641564722617,1,162
2021-22,20,9,1.473907180350877,1,200
2021-22,20,11,0.9802200779797979,0,231
2021-22,20,12,0.675764141025641,1,257
2021-22,20,13,1.3500036193464053,0,270
2021-22,20,17,1.2837491206140352,0,353
2021-22,20,19,1.2745585373626371,0,408
2021-22,21,1,1.0186487089223055,0,67
2021-22,21,2,1.3834878349626367,0,44
2021-22,21,4,1.059698434074074,0,69
2021-22,21,5,1.5013696063432838,0,110
2021-22,21,6,0.8102134951267056,0,127
2021-22,21,7,1.1866236302093522,0,162
2021-22,21,8,1.3772841607226496,0,169
2021-22,21,10,1.6771950406593408,0,199
2021-22,21,12,0.6588623950617284,0,257
2021-22,21,13,1.3153774416792359,0,270
2021-22,21,15,1.5870097189986858,0,326
2021-22,21,17,1.245373035789474,1,353
2021-22,21,18,1.6718141009256855,0,387
2021-22,21,20,1.130043842034018,1,439
2021-22,22,2,1.3513271262404498,0,44
2021-22,22,7,1.228648464252028,0,162
2021-22,22,8,1.3541263468487015,0,169
2021-22,22,9,1.5250617887989202,0,200
2021-22,22,10,1.6244154835978837,0,199
2021-22,22,11,0.9654799178794179,1,229
2021-22,22,12,0.6627930595238096,1,257
2021-22,22,16,1.440914003631181,0,351
2021-22,22,17,1.2081988421052632,0,353
2021-22,22,19,1.2711342403940886,0,408
2021-22,22,20,1.1143483293660914,0,439
2021-22,23,1,1.0497488355022169,1,67
2021-22,23,2,1.3580240853448682,1,44
2021-22,23,3,1.2309293104519272,0,76
2021-22,23,4,1.0425935125661374,0,69
2021-22,23,6,0.8553189122807017,1,127
2021-22,23,7,1.2315266834820613,0,162
2021-22,23,9,1.6147517225471082,0,200
2021-22,23,10,1.6436682163265308,0,199
2021-22,23,11,0.9715342912912913,0,229
2021-22,23,12,0.6590217643678161,0,257
2021-22,23,13,1.3027793959882803,1,270
2021-22,23,15,1.5822493843866625,1,326
2021-22,23,16,1.4686459245169043,0,351
2021-22,23,17,1.2298132553606238,0,353
2021-22,23,20,1.104978424745874,0,439
2021-22,24,1,1.0305392860391718,1,67
2021-22,24,2,1.3503782474424237,0,44
2021-22,24,3,1.1931128369947483,0,76
2021-22,24,5,1.5177692457264957,0,98
2021-22,24,7,1.2363771622953705,0,162
2021-22,24,8,1.3380523340024533,0,169
2021-22,24,9,1.5959112681704257,0,200
2021-22,24,10,1.6243574847290643,0,199
2021-22,24,11,0.9901929594594595,1,229
2021-22,24,12,0.6745753055555556,1,257
2021-22,24,13,1.266642782788671,0,270
2021-22,24,14,1.7429653016461812,0,299
2021-22,24,15,1.5586631649412834,0,326
2021-22,24,16,1.4697880811188395,0,351
2021-22,24,17,1.220208960526316,0,353
2021-22,24,18,1.5972408727715022,0,379
2021-22,24,19,1.3003465323809524,1,408
2021-22,24,20,1.0904004100994646,0,439
2021-22,25,2,1.3836625738420443,0,44
2021-22,25,3,1.2128080036594606,1,76
2021-22,25,5,1.524182014403292,0,98
2021-22,25,7,1.2051778366547434,1,162
2021-22,25,8,1.3802348935023656,1,169
2021-22,25,9,1.6279032589231697,0,200
2021-22,25,10,1.616758001904762,0,199
2021-22,25,11,0.9733124780987884,1,229
2021-22,25,12,0.6664860698924732,1,257
2021-22,25,16,1.4743178255459957,0,351
2021-22,25,17,1.2330580998185119,0,353
2021-22,25,18,1.570972704528897,0,379
2021-22,25,19,1.2683419668202764,0,408
2021-22,25,20,1.1025619964294824,1,439
2021-22,26,3,1.191347023699156,0,76
2021-22,26,4,1.1031213178016728,0,69
2021-22,26,6,0.837472882852292,1,127
2021-22,26,8,1.34032834545056,0,169
2021-22,26,9,1.5964567836257308,0,200
2021-22,26,12,0.6559007552083334,0,257
2021-22,26,13,1.2393101055654587,0,270
2021-22,26,15,1.6213794042796075,0,326
2021-22,26,16,1.5139303100705643,1,351
2021-22,26,19,1.2690991866071428,0,408
2021-22,27,2,1.3606104016983451,1,44
2021-22,27,3,1.2119014071817904,0,76
2021-22,27,4,1.1037403078703703,0,69
2021-22,27,7,1.230503868809191,0,162
2021-22,27,8,1.3792086339355412,0,169
2021-22,27,9,1.568402113186191,1,200
2021-22,27,10,1.7328470320346319,0,199
2021-22,27,12,0.6735254292929294,1,257
2021-22,27,13,1.2283448965782393,1,270
2021-22,27,14,1.5828837709258696,1,39
2021-22,27,15,1.6938962222145875,0,326
2021-22,27,16,1.4710550868866337,1,351
2021-22,27,17,1.2756249654605263,1,353
2021-22,27,18,1.5204291204675942,1,379
2021-22,27,19,1.2566541506493507,1,408
2021-22,27,20,1.1256542694813476,0,439
2021-22,28,1,0.9909733241019214,0,67
2021-22,28,3,1.2372275008341242,0,76
2021-22,28,4,1.106560692480359,0,69
2021-22,28,5,1.5224027383512546,0,98
2021-22,28,7,1.2123370817372943,1,162
2021-22,28,9,1.5380296408991225,1,200
2021-22,28,11,0.961697714527027,1,229
2021-22,28,12,0.6745442696078432,0,257
2021-22,28,13,1.2047323566760035,0,270
2021-22,28,17,1.289757360446571,1,353
2021-22,28,19,1.2437970579831934,0,408
2021-22,29,2,1.3321775216022544,0,44
2021-22,29,3,1.2259822230768642,1,76
2021-22,29,5,1.5382422309027777,0,98
2021-22,29,6,0.8309064429824561,1,127
2021-22,29,7,1.2075009791819378,1,162
2021-22,29,9,1.5240426669324825,0,200
2021-22,29,10,1.7174871404761902,0,199
2021-22,29,12,0.6647680333333333,1,257
2021-22,29,13,1.248466096768337,0,270
2021-22,29,16,1.4414981395155146,0,351
2021-22,29,19,1.2662800848979592,0,408
2021-22,29,20,1.2523151471914717,1,475
2021-22,30,1,0.9936930976684134,1,67
2021-22,30,2,1.3356596933431983,0,44
2021-22,30,3,1.2117617904385536,0,76
2021-22,30,9,1.5261118973168213,0,200
2021-22,30,17,1.234989427631579,0,353
2021-22,30,19,1.2581676936507937,0,408
2021-22,30,20,1.2307530814617436,0,475
2021-22,31,1,0.9728265065605189,0,67
2021-22,31,2,1.3278967294244615,0,44
2021-22,31,3,1.21103185232331,0,76
2021-22,31,4,1.1443378569958849,1,69
2021-22,31,6,0.820084871130031,0,127
2021-22,31,7,1.2258492995293109,1,162
2021-22,31,9,1.5278552431077692,0,200
2021-22,31,10,1.69687688449848,0,199
2021-22,31,11,0.9822178247104247,1,229
2021-22,31,12,0.6583987268518519,1,257
2021-22,31,13,1.260465972531355,0,270
2021-22,31,14,1.4857174164071203,0,39
2021-22,31,16,1.4340647410978746,0,351
2021-22,31,17,1.2178601187766713,0,353
2021-22,31,19,1.2875130262548264,0,408
2021-22,31,20,1.2681185277630842,0,475
2021-22,32,1,0.981703434944504,0,67
2021-22,32,2,1.3374423599698564,0,44
2021-22,32,4,1.1256787527527525,0,69
2021-22,32,5,1.5367614396825398,0,98
2021-22,32,6,0.8608923319548872,1,127
2021-22,32,8,1.412806280837762,1,170
2021-22,32,9,1.509072153021442,0,200
2021-22,32,10,1.7020385455218354,1,199
2021-22,32,11,0.9741584129129129,0,229
2021-22,32,12,0.6692459639639639,0,257
2021-22,32,13,1.2533191311489509,0,270
2021-22,32,14,1.5430560867391856,1,39
2021-22,32,16,1.4327121207555042,0,351
2021-22,32,17,1.1988219314404434,1,353
2021-22,32,19,1.2895769992481203,0,408
2021-22,32,20,1.2814797443744248,0,475
2021-22,33,3,1.2105069571755447,0,76
2021-22,33,7,1.2150653437098842,0,162
2021-22,33,8,1.3930170508144908,0,170
2021-22,33,11,0.9812630504017532,1,229
2021-22,33,12,0.6830600175438596,1,257
2021-22,33,17,1.2031149075573548,0,353
2021-22,33,19,1.3002169736263736,0,408
2021-22,34,1,0.9615573479752011,0,67
2021-22,34,2,1.32629616083594,1,44
2021-22,34,3,1.2192680186508604,1,76
2021-22,34,4,1.144945471296296,0,69
2021-22,34,5,1.5528064839181288,1,98
2021-22,34,8,1.3721221034951803,0,170
2021-22,34,9,1.5189370386864594,1,200
2021-22,34,10,1.6839795418470418,1,199
2021-22,34,11,0.9769286411806544,1,229
2021-22,34,12,0.6753042094017093,0,257
2021-22,34,14,1.4476483428934104,1,39
2021-22,34,16,1.5170894083618003,0,351
2021-22,34,17,1.182551622368421,1,353
2021-22,34,19,1.3175465117857144,0,408
2021-22,34,20,1.2814347370078227,0,475
2021-22,35,2,1.2982153976998043,1,44
2021-22,35,3,1.2010003586982863,0,76
2021-22,35,4,1.1377867037037035,1,69
2021-22,35,5,1.5269578304843305,0,98
2021-22,35,6,0.849831286984353,0,127
2021-22,35,7,1.1166258867689973,0,477
2021-22,35,8,1.3780322060347807,1,170
2021-22,35,9,1.494605862719298,0,200
2021-22,35,10,1.6791446270232229,0,199
2021-22,35,11,0.9618899067914068,1,229
2021-22,35,12,0.6682133041666666,1,257
2021-22,35,13,1.3083002554339564,1,270
2021-22,35,14,1.4241541550690813,0,39
2021-22,35,15,1.6921189126518446,0,319
2021-22,35,16,1.5410704390575185,0,351
2021-22,35,17,1.184230216944801,0,353
2021-22,35,19,1.3394150114982577,0,408
2021-22,35,20,1.2781602120272524,0,475
2021-22,36,3,1.211854830806153,1,76
2021-22,36,4,1.1222555917107582,1,69
2021-22,36,13,1.2927942723559118,0,270
2021-22,36,14,1.4536779449046078,0,39
2021-22,36,16,1.5188846251097907,0,351
2021-22,36,19,1.3286232969387757,1,408
2021-22,37,3,1.2071279157610815,0,76
2021-22,37,4,1.1160611593453917,0,69
2021-22,37,6,0.8497438904605265,0,127
2021-22,37,10,1.6945656045216249,0,199
2021-22,37,12,0.688974492248062,0,257
2021-22,37,14,1.5129485136406338,1,39
2021-22,37,15,1.7460668471788003,0,319
2021-22,37,16,1.5669859306467089,0,351
2021-22,37,17,1.1724051339712918,1,353
2021-22,37,18,1.5304284225375446,0,379
2021-22,37,19,1.3195633946843854,0,408
2021-22,38,1,0.9638384688633972,0,23
2021-22,38,2,1.2724865272318955,0,44
2021-22,38,3,1.2164992589238963,0,76
2021-22,38,4,1.1371086557239054,0,69
2021-22,38,5,1.4409113023255815,0,112
2021-22,38,9,1.48479956838118,0,200
2021-22,38,10,1.7035598510570145,0,199
2021-22,38,11,0.960091452313836,0,231
2021-22,38,12,0.6943797765151514,0,257
2021-22,38,13,1.329928821859114,0,270
2021-22,38,14,1.4856984490226226,0,39
2021-22,38,15,1.725102028071538,0,319
2021-22,38,16,1.5552270987227421,0,351
2021-22,38,17,1.1694325421052632,1,353
2021-22,38,19,1.3346814538961038,0,408
2021-22,38,20,1.3551986722188956,0,429
2022-23,8,1,0.9065323655462183,1,15
2022-23,8,2,1.4605965158730156,1,31
2022-23,8,3,1.6681296359113735,0,71
2022-23,8,4,1.1735917023809523,0,81
2022-23,8,9,1.6402336670834352,0,209
2022-23,8,10,1.6051649559541497,0,249
2022-23,8,13,0.6939268629343629,1,307
2022-23,8,15,1.3358950076590075,0,357
2022-23,8,17,1.5667160294405214,0,409
2022-23,8,18,1.0698616428571426,0,425
2022-23,8,19,1.3017296545442048,0,461
2022-23,8,20,1.3144208551859098,0,478
2022-23,9,1,0.8810976078431371,0,15
2022-23,9,2,1.377369948148148,1,31
2022-23,9,3,1.6368723068041526,1,71
2022-23,9,4,1.1809055222222222,1,81
2022-23,9,5,1.0784458198878462,0,106
2022-23,9,6,1.1963450403656368,0,128
2022-23,9,7,1.4600160992736078,0,152
2022-23,9,9,1.6036849847587917,0,209
2022-23,9,10,1.6268646255572063,1,249
2022-23,9,12,1.0331922394957984,0,280
2022-23,9,13,0.6678184720720721,0,307
2022-23,9,14,1.365440657894737,0,327
2022-23,9,16,1.6190153847587916,0,385
2022-23,9,17,1.5464410941444866,0,409
2022-23,9,18,1.1018653999999997,0,425
2022-23,9,19,1.2407218775745912,1,461
2022-23,9,20,1.3199020648401825,0,478
2022-23,10,1,0.9173218198529411,0,15
2022-23,10,2,1.309426701388889,0,31
2022-23,10,3,1.615139202069153,0,71
2022-23,10,4,1.1531573020833332,0,81
2022-23,10,5,1.15132749856199,0,106
2022-23,10,7,1.4476632259887006,0,152
2022-23,10,8,1.4973105577108825,0,199
2022-23,10,9,1.839389107056221,0,209
2022-23,10,10,1.599406586459881,0,249
2022-23,10,11,1.4903248072943172,0,230
2022-23,10,12,1.017515756862745,0,280
2022-23,10,13,0.7338424425675676,1,307
2022-23,10,14,1.4718189473684211,0,327
2022-23,10,15,1.4007150069444445,0,376
2022-23,10,16,1.610997107056221,0,385
2022-23,10,18,1.2777539375,1,425
2022-23,10,19,1.1981696352261793,0,461
2022-23,10,20,1.300662060787671,0,478
2022-23,11,1,0.9071638892733563,1,15
2022-23,11,2,1.245057954248366,0,31
2022-23,11,3,1.5823401443438143,0,71
2022-23,11,4,1.2252729313725488,1,81
2022-23,11,5,1.1262488424018655,0,106
2022-23,11,6,1.1625903710079277,1,128
2022-23,11,7,1.4241168368644068,1,152
2022-23,11,8,1.5136493484337716,0,199
2022-23,11,11,1.4975393818384224,0,230
2022-23,11,12,1.1349868345588237,1,280
2022-23,11,13,0.6965335341812401,0,307
2022-23,11,14,1.4020563881578947,1,327
2022-23,11,15,1.383198888888889,1,376
2022-23,11,16,1.5486691082006152,0,385
2022-23,11,17,1.499027338200546,0,422
2022-23,11,18,1.2472597647058823,1,425
2022-23,11,20,1.3620875866236903,1,478
2022-23,12,2,1.2426580679012347,0,31
2022-23,12,3,1.5792148864227118,0,71
2022-23,12,4,1.2676940462962962,1,81
2022-23,12,5,1.1690029104958735,1,106
2022-23,12,7,1.396004846460618,0,152
2022-23,12,8,1.5645278846318955,0,199
2022-23,12,9,1.9151603562319042,1,201
2022-23,12,10,1.6894313333333335,1,254
2022-23,12,12,1.1203413148788928,1,280
2022-23,12,14,1.3653654241486068,1,327
2022-23,12,15,1.3828248950617286,1,376
2022-23,12,16,1.5261714370536967,1,385
2022-23,12,17,1.5484570177272465,1,422
2022-23,12,18,1.2082110555555556,0,425
2022-23,12,19,1.090966499323457,0,455
2022-23,12,20,1.3537902207001522,0,478
2022-23,13,1,0.9659763954248366,0,15
2022-23,13,2,1.3261896959064328,1,31
2022-23,13,3,1.5527785537780658,0,71
2022-23,13,4,1.2282848333333334,0,81
2022-23,13,5,1.1145889710238805,0,106
2022-23,13,6,1.192309597819932,0,128
2022-23,13,7,1.3647744105461395,0,152
2022-23,13,8,1.5401966275460062,1,199
2022-23,13,9,1.8254124745029234,0,201
2022-23,13,10,1.6616320000000002,1,254
2022-23,13,11,1.4497480957446807,0,238
2022-23,13,12,1.2115239640522877,0,280
2022-23,13,13,0.7658512822822824,0,307
2022-23,13,14,1.3250738450292399,0,327
2022-23,13,15,1.313163216374269,0,376
2022-23,13,16,1.5423156877055497,1,385
2022-23,13,17,1.501067301690202,0,422
2022-23,13,18,1.2320912105263158,0,425
2022-23,13,19,1.1507779162293361,1,455
2022-23,13,20,1.3468041038211969,0,478
2022-23,14,1,0.9469905325077399,1,15
2022-23,14,3,1.6440517979869154,0,71
2022-23,14,4,1.3048601916666667,0,81
2022-23,14,5,1.151206288338413,0,106
2022-23,14,6,1.1639679744187597,0,128
2022-23,14,7,1.3496778099910793,1,152
2022-23,14,8,1.4922104461687058,1,199
2022-23,14,9,1.8379231075094966,1,201
2022-23,14,10,1.6577727500000001,0,254
2022-23,14,11,1.5000729854423291,0,238
2022-23,14,12,1.2965710712074305,0,280
2022-23,14,13,0.7325452674253201,1,307
2022-23,14,14,1.277905274238227,1,327
2022-23,14,15,1.3235736055555556,1,376
2022-23,14,16,1.5776043589969806,0,385
2022-23,14,17,1.5645416502634222,0,422
2022-23,14,18,1.26553585,0,425
2022-23,14,20,1.3275350986301369,0,478
2022-23,15,1,0.9335269558823529,1,15
2022-23,15,2,1.3556840370774264,0,31
2022-23,15,3,1.66920883947617,0,71
2022-23,15,4,1.2700926587301589,0,81
2022-23,15,5,1.1459193239214924,0,106
2022-23,15,6,1.1725883091732732,0,128
2022-23,15,7,1.3481969194915253,0,152
2022-23,15,8,1.5029558534940055,0,199
2022-23,15,9,1.8001888240883286,0,201
2022-23,15,10,1.6114098095238096,1,254
2022-23,15,11,1.5180359361702125,0,238
2022-23,15,12,1.3101238676470588,0,280
2022-23,15,13,0.7296284040540542,0,307
2022-23,15,14,1.2610060605263158,0,327
2022-23,15,15,1.273081671957672,0,376
2022-23,15,16,1.7231204354786644,0,385
2022-23,15,17,1.538063529978708,0,422
2022-23,15,18,1.2463542380952382,0,425
2022-23,15,19,1.2151915581809434,0,461
2022-23,15,20,1.3250890463144163,0,478
2022-23,16,1,0.9019790056022409,1,15
2022-23,16,2,1.3157849397089398,0,31
2022-23,16,4,1.2735852196969697,0,81
2022-23,16,5,1.1534042608776118,0,106
2022-23,16,7,1.2906865423728813,0,152
2022-23,16,8,1.5348439510624596,0,199
2022-23,16,9,1.8231930143489576,0,201
2022-23,16,10,1.5932459545454547,1,254
2022-23,16,11,1.5178906534954404,0,238
2022-23,16,12,1.3318584453781512,0,280
2022-23,16,13,0.7339457657657659,0,307
2022-23,16,14,1.2277385814536341,0,327
2022-23,16,15,1.2882181414141414,1,376
2022-23,16,17,1.531137826850084,0,422
2022-23,16,18,1.254452409090909,0,425
2022-23,16,20,1.3469147260273973,0,478
2022-23,17,1,0.8833799598930481,0,15
2022-23,17,3,1.5973554654361275,0,57
2022-23,17,4,1.2881162971014493,0,81
2022-23,17,5,1.168485885383175,0,106
2022-23,17,6,1.2308214059457345,1,128
2022-23,17,7,1.281359881355932,0,152
2022-23,17,8,1.5770463879727876,0,199
2022-23,17,9,1.8550255662835795,1,201
2022-23,17,10,1.5848613478260871,0,254
2022-23,17,11,1.5334683510638296,0,238
2022-23,17,12,1.3191876069518715,0,280
2022-23,17,13,0.7590482309582309,0,307
2022-23,17,14,1.231655009569378,1,327
2022-23,17,15,1.2450651787439615,1,376
2022-23,17,17,1.5502898638371658,0,422
2022-23,17,19,1.1652340478583525,0,455
2022-23,17,20,1.3669706075044668,0,478
2022-23,18,1,0.8914677877237851,0,15
2022-23,18,3,1.6090288453256312,0,57
2022-23,18,4,1.2789697847222223,1,81
2022-23,18,5,1.2008995425404283,0,106
2022-23,18,6,1.1972340843657472,0,128
2022-23,18,7,1.3389442343404567,1,152
2022-23,18,8,1.5410694551405881,0,199
2022-23,18,9,1.7997468872803477,0,201
2022-23,18,10,1.5980754583333336,0,254
2022-23,18,11,1.6493740749306196,1,238
2022-23,18,12,1.3183359718670076,0,280
2022-23,18,13,0.7515070035252643,0,307
2022-23,18,14,1.2092917482837529,1,327
2022-23,18,15,1.2146957962962963,1,376
2022-23,18,16,1.679065812206369,0,398
2022-23,18,17,1.5157823200311036,0,422
2022-23,18,19,1.2063704023117128,0,455
2022-23,18,20,1.382255165525114,0,478
2022-23,19,1,0.9020357965686274,1,15
2022-23,19,2,1.39398264198451,0,44
2022-23,19,4,1.2774789933333335,0,81
2022-23,19,5,1.2708370616012439,0,106
2022-23,19,7,1.3064090579096044,0,152
2022-23,19,8,1.5609906769349646,0,199
2022-23,19,10,1.6191324400000002,0,254
2022-23,19,11,1.664320988475177,0,238
2022-23,19,13,0.723765045045045,1,307
2022-23,19,14,1.1869712587719299,1,327
2022-23,19,15,1.1850919644444444,1,376
2022-23,19,16,1.6453664339536336,1,398
2022-23,19,17,1.5136822565954882,0,422
2022-23,19,18,1.241989708333333,1,425
2022-23,19,19,1.224052466610334,0,455
2022-23,19,20,1.4064609589041095,0,478
2022-23,20,1,0.9091583647058823,1,15
2022-23,20,2,1.372318307560511,0,44
2022-23,20,4,1.3062567243589744,1,81
2022-23,20,5,1.2724635791371939,1,106
2022-23,20,6,1.219192652513099,1,128
2022-23,20,8,1.5854833432066968,0,199
2022-23,20,9,1.7676643850277245,0,201
2022-23,20,10,1.6234658076923079,0,254
2022-23,20,11,1.6546801489361702,0,238
2022-23,20,12,1.3333009422222224,0,281
2022-23,20,15,1.1830961196581196,1,376
2022-23,20,16,1.5951475305267122,1,398
2022-23,20,17,1.507890394737223,0,422
2022-23,20,19,1.2342997921835854,0,455
2022-23,20,20,1.4143778451001052,1,478
2022-23,21,1,0.9334099660633484,0,15
2022-23,21,2,1.411366486085191,1,44
2022-23,21,3,1.6074400167621963,0,57
2022-23,21,4,1.27538425308642,1,81
2022-23,21,5,1.2621226722473018,0,106
2022-23,21,6,1.1933846548643343,1,128
2022-23,21,7,1.3512599033270558,1,152
2022-23,21,8,1.5728469230879303,0,199
2022-23,21,9,1.7811877417560187,0,201
2022-23,21,10,1.6425670740740743,0,254
2022-23,21,11,1.640134758592471,1,238
2022-23,21,12,1.3680970598290596,1,281
2022-23,21,13,0.7544207807807807,1,307
2022-23,21,14,1.117652230019493,0,327
2022-23,21,15,1.1813962633744854,1,376
2022-23,21,17,1.5041539693843997,0,422
2022-23,21,18,1.285639,1,425
2022-23,21,19,1.2188917072518066,1,455
2022-23,21,20,1.399830517503805,0,478
2022-23,22,1,0.9111207080610022,0,15
2022-23,22,2,1.3741451880886315,0,44
2022-23,22,3,1.6111898069984056,0,57
2022-23,22,4,1.2477419583333336,1,81
2022-23,22,5,1.2633884992011055,1,106
2022-23,22,6,1.201467115671111,1,128
2022-23,22,7,1.3532827639225182,0,152
2022-23,22,8,1.6000238186919327,1,199
2022-23,22,9,1.7483588044093756,1,201
2022-23,22,10,1.6384003928571431,0,254
2022-23,22,12,1.3763230946502056,0,281
2022-23,22,13,0.7570843243243244,0,307
2022-23,22,15,1.1497749682539682,0,376
2022-23,22,17,1.4990159190949481,0,422
2022-23,22,18,1.2818268928571428,1,425
2022-23,22,19,1.1985870020497085,0,455
2022-23,22,20,1.443911570450098,1,478
2022-23,23,2,1.4055253366045644,0,44
2022-23,23,4,1.226440511494253,0,81
2022-23,23,5,1.2661246242296376,0,106
2022-23,23,6,1.1817262818244747,0,128
2022-23,23,7,1.3769626686148448,0,152
2022-23,23,8,1.5745057559784177,0,199
2022-23,23,9,1.7412952107561153,1,201
2022-23,23,10,1.6398348620689658,0,254
2022-23,23,11,1.5652449559794568,0,238
2022-23,23,12,1.4018115555555555,1,281
2022-23,23,14,1.1695303403508774,1,327
2022-23,23,15,1.1449551417624522,0,376
2022-23,23,17,1.520987002271603,0,422
2022-23,23,19,1.1849742053319803,0,455
2022-23,23,20,1.4599835852621634,0,478
2022-23,24,1,1.0113419705882354,0,15
2022-23,24,2,1.4810836454844987,0,44
2022-23,24,3,1.6395374368876503,1,57
2022-23,24,4,1.2415591611111112,0,81
2022-23,24,5,1.2531548096010292,0,106
2022-23,24,7,1.409730579661017,0,152
2022-23,24,8,1.595022230779137,1,199
2022-23,24,9,1.7078683373309353,1,201
2022-23,24,10,1.6278403666666672,0,254
2022-23,24,11,1.5504034574468084,0,238
2022-23,24,12,1.3631283984674327,1,281
2022-23,24,13,0.7928503574542283,0,307
2022-23,24,14,1.1908358132427845,1,327
2022-23,24,17,1.4974201048854474,1,422
2022-23,24,18,1.298824502072811,1,430
2022-23,24,19,1.1837602915333383,0,455
2022-23,24,20,1.4493174657534247,0,478
2022-23,25,2,1.5412257227157005,1,44
2022-23,25,7,1.3910295932203387,1,152
2022-23,25,9,1.7246804174590316,0,201
2022-23,25,10,1.7117810000000002,0,254
2022-23,25,11,1.549422700754976,1,238
2022-23,25,13,0.7986987837837837,0,307
2022-23,25,17,1.5018155366027193,0,422
2022-23,25,18,1.271770829096837,1,430
2022-23,26,1,0.9766745187165776,0,15
2022-23,26,2,1.5466857101188591,1,44
2022-23,26,3,1.6510111436447306,0,57
2022-23,26,4,1.237315317204301,0,81
2022-23,26,5,1.2217163159476616,1,106
2022-23,26,7,1.375684918432203,0,152
2022-23,26,8,1.611535361314367,0,199
2022-23,26,9,1.694860065710268,0,201
2022-23,26,10,1.6782878437500002,0,254
2022-23,26,11,1.5125657413563827,0,238
2022-23,26,12,1.3472101111111108,1,281
2022-23,26,13,0.8154048812448812,1,307
2022-23,26,14,1.1979971940789473,0,327
2022-23,26,15,1.125176092309225,0,357
2022-23,26,17,1.4795757996063306,1,422
2022-23,26,20,1.438470423412204,1,478
2022-23,27,1,0.9867723269896196,1,15
2022-23,27,2,1.5035444448296191,0,44
2022-23,27,8,1.5909019683345327,1,199
2022-23,27,9,1.7140398725892374,0,201
2022-23,27,10,1.6692488181818186,0,254
2022-23,27,11,1.512791021921341,0,238
2022-23,27,12,1.333052228956229,0,281
2022-23,27,13,0.8040694435612082,1,307
2022-23,27,14,1.241997279106858,1,327
2022-23,27,15,1.1320151979661655,0,357
2022-23,27,18,1.2442088622813732,0,430
2022-23,27,20,1.435574234488316,0,478
2022-23,28,1,0.9825788319327733,0,15
2022-23,28,2,1.5253138573769973,1,44
2022-23,28,4,1.2151992598039216,0,81
2022-23,28,8,1.6054476263821174,0,199
2022-23,28,11,1.5162383448060075,0,238
2022-23,28,15,1.131644485653188,0,357
2022-23,28,17,1.4893696648546195,0,422
2022-23,28,18,1.254305695061909,0,430
2022-23,28,20,1.4511292563600782,0,478
2022-23,29,1,0.9719516421568629,0,15
2022-23,29,7,1.3362564581005587,0,167
2022-23,29,8,1.6266851923159473,0,199
2022-23,29,9,1.7356173560501273,0,201
2022-23,29,13,0.7859531737451737,0,307
2022-23,29,17,1.5123484351680359,0,422
2022-23,29,18,1.2887454036271824,0,430
2022-23,29,20,1.4516534436834092,0,478
