sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,oracle,oracle_kind
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2021-22,2020-21,26,13,5,false,748,636,15,4,57.53846153846154,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2022-23,2021-22,26,13,5,false,876,862,7,0,67.38461538461539,66.3076923076923,,,,,,,858,66,746,57.38461538461539,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2023-24,2022-23,26,13,5,false,845,757,11,0,65,58.23076923076923,,,,,,,744,57.23076923076923,673,51.76923076923077,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2024-25,2023-24,26,13,5,false,737,710,9,0,56.69230769230769,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 2.4/1.0/0.4/0.2 (the shipped tuple),1,false,2025-26,2024-25,26,13,5,false,814,727,11,2,62.61538461538461,55.92307692307692,,,,,,,728,56,626,48.15384615384615,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2020-21,2019-20,1,38,5,false,2200,1728,38,2,57.89473684210526,45.473684210526315,,,,,,,1728,45.473684210526315,1488,39.1578947368421,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2021-22,2020-21,1,38,5,false,2284,1942,42,6,60.10526315789474,51.10526315789474,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2022-23,2021-22,1,38,5,false,2058,1842,38,2,54.1578947368421,48.473684210526315,,,,,,,1845,48.55263157894737,1582,41.63157894736842,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2023-24,2022-23,1,38,5,false,2225,1786,37,2,58.55263157894737,47,,,,,,,1759,46.28947368421053,1548,40.73684210526316,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2024-25,2023-24,1,38,5,false,2341,1908,37,3,61.60526315789474,50.21052631578947,,,,,,,1890,49.73684210526316,1708,44.94736842105263,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2025-26,2024-25,1,38,5,false,2126,1556,36,2,55.94736842105263,40.94736842105263,,,,,,,1571,41.3421052631579,1417,37.28947368421053,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2020-21,2019-20,6,33,5,false,1816,1634,36,5,55.03030303030303,49.515151515151516,,,,,,,1633,49.484848484848484,1447,43.84848484848485,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2021-22,2020-21,6,33,5,false,1891,1579,39,8,57.303030303030305,47.84848484848485,,,,,,,1602,48.54545454545455,1357,41.121212121212125,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2022-23,2021-22,6,33,5,false,1820,1563,31,1,55.15151515151515,47.36363636363637,,,,,,,1512,45.81818181818182,1384,41.93939393939394,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2023-24,2022-23,6,33,5,false,2092,1680,33,2,63.39393939393939,50.90909090909091,,,,,,,1653,50.09090909090909,1435,43.484848484848484,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2024-25,2023-24,6,33,5,false,1929,1797,33,4,58.45454545454545,54.45454545454545,,,,,,,1694,51.333333333333336,1538,46.60606060606061,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2025-26,2024-25,6,33,5,false,1857,1699,30,2,56.27272727272727,51.484848484848484,,,,,,,1617,49,1476,44.72727272727273,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2020-21,2019-20,11,28,5,false,1597,1378,28,2,57.035714285714285,49.214285714285715,,,,,,,1376,49.142857142857146,1201,42.892857142857146,0,0,0,0,-,none
