sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,hold_xpoints,hold_xpoints_per_gw,policy_xpoints,policy_xpoints_per_gw,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2023-24,2022-23,26,13,5,false,722,642,5,0,55.53846153846154,49.38461538461539,,,,,,,645,49.61538461538461,584,44.92307692307692,0,0,0,0,649.227932243953,49.94061017261177,694.1512373884434,53.39624902988026,0,55,0aa2b33cac1b,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2024-25,2023-24,26,13,5,false,689,641,7,0,53,49.30769230769231,,,,,,,641,49.30769230769231,568,43.69230769230769,0,0,0,0,670.2952959154759,51.56117660888276,696.2127135740911,53.55482412108393,0,55,4f1996325316,-,none
XPPILOT#1,1786766030-1142414,flat (no recency),1,false,2025-26,2024-25,26,13,5,false,797,733,6,0,61.30769230769231,56.38461538461539,,,,,,,738,56.76923076923077,636,48.92307692307692,0,0,0,0,638.9929351073599,49.15330270056615,696.3734559222788,53.56718891709837,0,55,ac425a0d7c4c,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2020-21,2019-20,1,38,5,false,2123,1710,42,7,55.86842105263158,45,,,,,,,1711,45.026315789473685,1471,38.71052631578947,0,0,0,0,1650.784465104977,43.441696450130976,2031.0753509940291,53.44935134194814,2,55,2aadee614ec1,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2021-22,2020-21,1,38,5,false,2292,1945,44,8,60.31578947368421,51.18421052631579,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,1853.310288578034,48.77132338363248,2218.1198858882576,58.37157594442783,2,55,2ee4dc9e44a7,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2022-23,2021-22,1,38,5,false,2076,1841,40,3,54.63157894736842,48.44736842105263,,,,,,,1845,48.55263157894737,1582,41.63157894736842,0,0,0,0,1812.623644192035,47.70062221557987,2084.0561779599216,54.84358363052425,2,55,fe5b3efc1102,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2023-24,2022-23,1,38,5,false,2242,1798,46,9,59,47.31578947368421,,,,,,,1772,46.63157894736842,1561,41.078947368421055,0,0,0,0,1767.4983949826124,46.51311565743717,2197.517065869547,57.82939647025123,2,55,7df5f95f1759,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2024-25,2023-24,1,38,5,false,2400,1826,39,3,63.1578947368421,48.05263157894737,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,1848.6664654542378,48.64911751195363,2274.289146136627,59.8497143720165,2,55,5062709cbae7,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2025-26,2024-25,1,38,5,false,2228,1522,36,2,58.63157894736842,40.05263157894737,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,1574.458220868273,41.433111075480866,2110.395928446812,55.536734959126626,2,55,cdb305de770a,-,none
XPPILOT#1,1786766030-1142414,half-life 2,2,false,2020-21,2019-20,6,33,5,false,1820,1561,38,8,55.15151515151515,47.303030303030305,,,,,,,1562,47.333333333333336,1376,41.696969696969695,0,0,0,0,1550.0085549270118,46.96995620990945,1784.919290655201,54.088463353187905,2,55,6c103e5cbd52,-,none
